Entry ID,Longitude,Latitude,Average Wind Speed
1691.0,23.3438,38.1878,4.806956521739131
1692.0,21.8302,39.1924,4.146521739130435
1823.0,25.8155,41.2665,5.5260869565217385
1826.0,25.8169,41.2689,5.5260869565217385
1827.0,22.9429,36.212,6.938260869565218
1828.0,22.9342,36.2999,6.632608695652174
1833.0,21.7174,39.1594,4.140909090909091
1901.0,25.4947,41.1861,5.961739130434783
1902.0,25.936,40.9446,5.961739130434783
1903.0,21.5679,39.3222,3.7699999999999996
1904.0,22.7344,38.312,3.7804347826086957
1905.0,25.5051,41.1731,5.961739130434783
1916.0,21.1028,38.6284,4.339130434782609
1917.0,23.8759,41.2592,3.2704347826086955
1977.0,21.643,39.0514,4.149545454545454
1978.0,21.2462,40.5755,3.6478260869565218
1979.0,21.0926,40.016,3.716818181818182
1980.0,21.9626,40.6093,3.492173913043478
2060.0,22.6942,39.0498,3.9065217391304343
2061.0,21.0535,38.528,4.339130434782609
2062.0,25.921,41.2816,5.5260869565217385
2100.0,22.6075,39.0585,3.9065217391304343
2103.0,26.1737,35.1077,6.465217391304347
2104.0,23.1206,36.5376,6.632608695652174
2105.0,22.6858,37.0874,4.800434782608695
2106.0,22.7347,38.3117,3.7804347826086957
2107.0,21.9937,40.3344,3.492173913043478
2263.0,25.6206,35.0805,6.1091304347826085
2272.0,24.4662,38.1277,6.587391304347825
2273.0,22.6029,38.3863,3.7804347826086957
2274.0,21.6954,39.1372,4.146521739130435
2275.0,23.186,38.4577,4.667826086956522
2276.0,21.6525,39.0612,4.146521739130435
2277.0,21.5699,39.0465,4.146521739130435
2337.0,22.0093,40.3036,3.492173913043478
2338.0,26.0739,40.8867,6.211363636363637
2339.0,26.0783,40.873,6.214347826086957
2343.0,21.5685,40.4367,3.492173913043478
2431.0,21.0694,38.5853,4.339130434782609
2432.0,21.0444,38.5622,4.333636363636364
2433.0,21.0125,38.6461,4.339130434782609
2499.0,25.0773,41.2316,4.86
2500.0,21.6855,38.4155,4.32304347826087
2501.0,22.9385,38.0437,4.806956521739131
2502.0,21.4794,39.3985,3.994347826086957
2618.0,24.9345,37.701,7.235652173913043
2622.0,25.4582,41.2093,5.961739130434783
2623.0,20.353,39.4824,3.536521739130435
2624.0,25.8524,41.2137,5.943181818181818
2625.0,21.0558,38.571,4.339130434782609
2626.0,25.4234,41.2066,5.961739130434783
2631.0,21.1524,38.8009,3.784782608695652
2732.0,21.743,39.1566,4.146521739130435
2733.0,21.8556,38.5144,4.32304347826087
2908.0,22.0536,38.7567,4.146521739130435
2910.0,25.813,41.1969,5.961739130434783
2912.0,23.3368,41.1677,3.595652173913044
3002.0,22.9008,38.5446,4.667826086956522
3006.0,21.6466,38.3615,4.328181818181818
3007.0,21.974,40.1626,3.5469565217391303
3014.0,21.439,39.5877,3.994347826086957
3015.0,21.0731,38.6359,4.339130434782609
3016.0,21.4894,39.3524,3.994347826086957
3017.0,23.5164,41.3671,3.2636363636363637
3018.0,22.4478,38.9986,3.9065217391304343
3019.0,21.6657,38.8638,4.146521739130435
3020.0,22.4586,41.0502,3.723913043478261
3167.0,24.5266,38.0038,6.587391304347825
3168.0,24.455,38.1301,6.587391304347825
3169.0,22.0031,40.6226,3.492173913043478
3170.0,23.0521,38.3038,4.667826086956522
3285.0,25.9036,41.2614,5.516818181818182
3288.0,21.6846,38.3687,4.32304347826087
3289.0,25.7289,35.0971,6.1091304347826085
3301.0,23.3402,41.2956,2.930434782608696
3302.0,23.9108,41.264,3.2704347826086955
3303.0,20.3309,39.4977,3.536521739130435
3613.0,25.108,34.9806,6.209130434782609
3624.0,23.0079,38.3552,4.667826086956522
3625.0,21.752,38.9993,4.146521739130435
3626.0,26.1126,40.9808,6.214347826086957
3627.0,22.2222,40.1773,3.4052173913043475
3628.0,21.8328,38.5538,4.324545454545454
3629.0,23.3168,38.181,4.806956521739131
3630.0,21.7892,39.9588,3.5469565217391303
3631.0,22.9833,38.357,4.667826086956522
3632.0,25.5157,40.9857,5.961739130434783
3633.0,23.6054,38.2157,5.857826086956521
3634.0,21.749,40.7646,3.5943478260869566
3635.0,23.321,38.1886,4.806956521739131
3896.0,21.3947,39.6329,3.998181818181818
3900.0,25.6585,41.2057,5.961739130434783
4036.0,21.4528,39.2845,3.994347826086957
4037.0,24.451,38.116,6.587391304347825
4038.0,21.8491,39.1187,4.146521739130435
4046.0,21.0294,38.6872,4.339130434782609
4055.0,24.8326,34.9944,6.209130434782609
4056.0,23.6992,35.3809,6.214782608695652
4057.0,24.1577,35.2782,6.102173913043478
4058.0,26.1127,35.1057,6.465217391304347
4059.0,23.5841,35.2706,6.215909090909091
4066.0,21.6212,38.9055,4.146521739130435
4067.0,21.1382,40.3428,3.6478260869565218
4252.0,21.1179,39.7192,3.994347826086957
4260.0,22.7849,38.3252,3.7804347826086957
4261.0,21.963,38.1606,4.455217391304347
4262.0,25.7347,41.2658,5.5260869565217385
4263.0,25.5379,41.1684,5.961739130434783
4264.0,21.0906,39.6883,3.994347826086957
4265.0,25.7923,41.2584,5.5260869565217385
4468.0,22.9732,38.6051,4.667826086956522
4493.0,22.0394,41.0915,3.5943478260869566
4494.0,21.7592,39.1428,4.146521739130435
4760.0,24.4951,38.0049,6.587391304347825
4761.0,24.3212,38.1015,6.587391304347825
4762.0,21.5679,39.3445,3.7699999999999996
4763.0,22.788,39.0023,3.9065217391304343
4776.0,25.8504,41.1256,5.961739130434783
4790.0,23.1938,38.3847,4.667826086956522
4926.0,25.7036,41.2479,5.961739130434783
4927.0,21.9086,39.1287,4.146521739130435
4928.0,22.688,41.1214,3.723913043478261
4929.0,20.3085,39.3901,4.825217391304348
4951.0,21.9258,37.8238,4.455217391304347
4952.0,25.6759,41.2908,5.5260869565217385
4953.0,24.5504,38.1294,6.587391304347825
5526.0,23.3263,41.206,3.595652173913044
5527.0,24.7586,37.9712,7.216086956521739
5528.0,25.1789,35.1722,6.209130434782609
5529.0,21.8666,38.0771,4.455217391304347
5677.0,20.4292,38.3438,5.113043478260869
5678.0,25.5961,41.2526,5.525454545454545
5711.0,21.7892,39.9588,3.5481818181818183
5712.0,21.4611,39.3223,3.994347826086957
