Entry ID,Longitude,Latitude,Start year,Average Wind Speed
55,2.6807,48.6417,2024.0,6.05
56,-2.5585,46.9001,2024.0,7.42
57,21.601,58.2401,2020.0,8.516666666666667
58,25.5469,40.0048,2010.0,7.4
59,24.6859,45.9852,2020.0,4.003333333333333
60,-2.2724,47.2146,2022.0,7.505
61,6.0403,61.2733,2019.0,4.216666666666667
62,24.6066,65.2682,2011.0,5.82
63,6.5493,53.9665,2019.0,8.950000000000001
64,17.8488,55.0648,2013.0,7.796666666666667
65,15.5986,43.4741,2012.0,5.59
66,22.0401,58.5709,2014.0,7.93
67,7.7729,55.6825,2018.0,9.063333333333334
68,0.6135,53.1175,2017.0,7.573333333333333
69,-0.1801,50.641,2017.0,8.086666666666666
70,16.8684,57.4127,2014.0,5.873333333333332
71,-5.634,54.086,2014.0,8.54
72,11.1827,56.5897,2013.0,8.063333333333333
73,27.4465,70.9827,2004.0,8.136666666666667
74,13.0094,65.8503,2022.0,5.800000000000001
75,17.5444,42.583,2012.0,5.476666666666667
76,-3.462,53.9851,2014.0,8.75
77,4.3374,52.554,2023.0,8.27
78,3.9456,52.6705,2023.0,8.56
79,14.12,54.78,2019.0,8.313333333333333
80,7.1813,54.9054,2001.0,9.229999999999999
81,16.3316,54.8663,2018.0,8.376666666666667
82,15.3515,54.552,2014.0,8.07
83,4.2486,52.6878,2021.0,8.323333333333332
84,23.3401,58.1101,2019.0,8.023333333333333
85,23.546,59.3208,2010.0,7.653333333333333
86,23.917,63.9008,2022.0,4.9350000000000005
87,12.049,64.7004,2011.0,5.083333333333333
88,3.0001,51.7101,2020.0,8.063333333333334
89,3.0701,51.6401,2020.0,8.063333333333334
90,15.7484,62.3244,2022.0,4.0649999999999995
91,3.0158,51.5281,2019.0,8.03
92,4.2486,52.6878,2021.0,8.323333333333332
93,-0.4655,39.5482,2008.0,5.05
94,18.1358,64.025,2022.0,4.1
95,2.0401,51.881,2018.0,8.22
97,4.3374,52.554,2023.0,8.27
98,14.068,54.834,2018.0,8.363333333333333
99,22.132,58.6063,2014.0,7.93
100,20.8765,44.9001,2014.0,5.176666666666667
101,-3.5427,55.4416,2012.0,7.580000000000001
102,3.9651,52.4661,2009.0,8.346666666666666
103,6.3646,62.8041,2008.0,7.593333333333334
104,7.2042,63.1719,2008.0,5.38
105,30.5948,70.4484,2004.0,8.183333333333334
106,3.7829,52.5316,2009.0,8.346666666666666
107,7.7,54.49,2022.0,8.915
108,1.5927,51.4206,2010.0,8.07
109,7.682,54.444,2017.0,8.723333333333334
110,6.983,54.016,2017.0,8.613333333333333
111,-2.168,39.4826,2022.0,5.67
112,3.6519,52.2648,2006.0,8.593333333333334
113,11.3805,55.0879,2014.0,8.26
115,1.1479,53.1353,2012.0,8.016666666666666
116,-2.7905,57.9673,2022.0,8.684999999999999
117,-2.7905,57.9673,2022.0,8.684999999999999
118,-2.7905,57.9673,2022.0,8.684999999999999
119,6.4912,53.9741,2015.0,8.883333333333335
120,13.3359,66.2987,2014.0,6.086666666666666
121,22.5842,59.0919,2008.0,8.046666666666667
122,2.94,51.59,2018.0,7.81
123,17.2968,62.7681,2022.0,4.12
124,13.4379,65.7731,2014.0,5.77
125,7.708,54.52,2015.0,8.983333333333334
126,4.9229,52.8173,2020.0,8.273333333333333
128,-5.7101,51.3601,2021.0,8.923333333333334
129,-1.8926,36.8684,2021.0,5.276666666666666
130,24.8482,70.7509,2020.0,7.666666666666667
131,-2.6801,55.287,2017.0,7.573333333333333
132,15.1607,61.9428,2016.0,4.133333333333334
133,7.1172,58.4649,2015.0,5.1433333333333335
134,14.4844,55.9319,2012.0,6.843333333333334
135,24.6859,45.9852,2012.0,3.9333333333333336
136,1.6334,51.4299,2010.0,8.07
137,6.6699,62.9592,2008.0,6.3066666666666675
138,4.9668,59.2398,2008.0,7.91
139,9.9754,63.6649,2007.0,4.766666666666667
140,9.3537,63.4342,2010.0,5.033333333333333
141,31.5422,46.6254,2021.0,6.276666666666666
142,15.0532,63.5542,2020.0,4.33
143,10.2019,63.8902,2019.0,5.8066666666666675
144,6.86,55.19,2016.0,9.163333333333332
145,16.1034,63.4722,2015.0,3.97
146,7.774,55.019,2015.0,9.16
147,13.1999,54.9998,2015.0,8.346666666666666
148,7.2,55.14,2014.0,9.24
149,0.5892,53.136,2018.0,7.640000000000001
150,0.5892,53.136,2017.0,7.573333333333333
151,13.941,61.7668,2021.0,4.396666666666667
152,4.4393,52.7698,2017.0,8.356666666666667
153,11.9187,63.8022,2014.0,5.076666666666667
154,10.5795,55.7451,2019.0,7.963333333333334
155,20.3558,45.2186,2008.0,5.076666666666667
156,3.8249,52.3233,2006.0,8.593333333333334
159,4.9442,54.0357,2009.0,8.933333333333332
160,10.6157,63.8872,2009.0,4.89
161,0.4981,53.1842,2013.0,7.676666666666667
162,28.567,44.6091,2012.0,6.1000000000000005
163,17.3554,60.9385,2017.0,5.476666666666667
164,13.6335,54.8202,2023.0,8.09
165,10.3294,64.1839,2019.0,5.103333333333333
166,3.0598,52.1269,2006.0,8.473333333333334
167,21.4301,58.2801,2020.0,8.659999999999998
168,2.74,51.72,2020.0,8.450000000000001
169,7.007,54.075,2017.0,8.613333333333333
170,28.567,44.6091,2012.0,6.1000000000000005
171,13.5701,54.7253,2011.0,7.993333333333333
172,21.3372,62.4727,2023.0,5.53
173,11.6797,64.2029,2014.0,5.076666666666667
174,31.2718,49.4872,2010.0,5.93
175,-1.1773,60.3175,2008.0,9.88
176,14.1645,68.3601,2006.0,7.496666666666666
177,16.3927,61.0874,2020.0,4.22
178,-1.2081,60.3895,2008.0,9.88
179,-4.2932,55.3173,2023.0,7.97
180,-4.8017,54.9885,2017.0,8.323333333333332
181,2.86,51.63,2020.0,8.063333333333334
182,14.4778,61.7926,2023.0,4.24
183,5.8875,58.6657,2009.0,7.236666666666667
184,-4.5264,57.1269,2018.0,7.27
185,-3.6957,51.6555,2017.0,7.553333333333334
186,27.2408,46.9111,2013.0,5.446666666666666
187,12.9687,65.0782,2016.0,5.62
188,12.5621,66.3474,2011.0,6.81
190,2.757,51.686,2020.0,8.450000000000001
191,-1.047,41.194,2021.0,6.010000000000001
192,2.901,51.619,2013.0,7.8066666666666675
193,24.6859,45.9852,2013.0,4.0633333333333335
194,16.3202,60.8296,2013.0,4.13
195,3.1795,52.1962,2006.0,8.473333333333334
196,42.1252,44.7001,2021.0,5.506666666666667
197,0.5615,53.0977,2015.0,7.71
198,13.4107,50.4635,2004.0,5.596666666666667
200,7.6114,55.6084,2009.0,8.886666666666667
201,6.7173,58.6633,2020.0,5.03
202,11.617,54.5265,2010.0,8.11
203,15.3177,57.1396,2022.0,4.34
204,34.9722,69.0185,2022.0,6.03
205,21.0164,42.4536,2021.0,4.023333333333333
206,5.4153,59.9267,2019.0,5.216666666666667
207,15.7851,63.5103,2017.0,4.01
208,6.3162,58.2554,2015.0,5.973333333333334
209,24.6859,45.9852,2014.0,4.016666666666667
210,10.768,63.2063,2013.0,5.32
211,12.9459,64.691,2013.0,5.503333333333333
212,20.771,56.8201,2012.0,8.346666666666666
213,26.4762,70.2473,2012.0,6.396666666666666
214,31.2718,49.4872,2010.0,5.93
215,10.7456,64.2197,2010.0,4.9799999999999995
216,9.4133,63.4039,2008.0,5.1499999999999995
217,10.9628,63.9998,2008.0,4.95
218,10.3837,63.616,2007.0,4.8966666666666665
219,5.0993,61.6948,2021.0,7.2
220,18.2224,69.5733,2019.0,5.403333333333333
221,22.345,58.6421,2014.0,7.54
222,5.5797,52.7037,2017.0,6.8566666666666665
223,16.0544,41.4923,2010.0,5.676666666666667
224,24.2552,64.3537,2022.0,5.18
225,20.5514,44.1534,2008.0,4.095
226,2.97,51.56,2012.0,7.8999999999999995
227,-3.609,54.0807,2012.0,8.556666666666667
228,-3.5158,54.0394,2011.0,8.139999999999999
229,28.1332,43.4763,2012.0,5.973333333333334
230,9.502,63.3611,2020.0,5.199999999999999
231,8.0446,56.6999,2024.0,8.64
232,-1.0054,41.1657,2022.0,6.02
233,31.2718,49.4872,2019.0,6.003333333333333
234,24.3606,70.5488,2015.0,6.84
235,12.0319,63.3849,2015.0,5.23
236,-3.1317,57.3509,2018.0,7.786666666666666
237,-3.1317,57.3509,2018.0,7.786666666666666
238,-3.5479,55.5041,2017.0,7.53
239,8.0267,56.0329,2024.0,8.66
240,10.8242,64.3139,2010.0,6.2
241,6.3988,58.3461,2017.0,5.866666666666667
242,17.2968,62.7681,2022.0,4.12
243,11.7597,54.5254,2003.0,8.07
244,2.8349,51.6484,2017.0,7.746666666666666
245,2.8349,51.6484,2010.0,7.6433333333333335
246,17.8839,63.8152,2021.0,4.173333333333333
247,31.2718,49.4872,2019.0,6.003333333333333
248,16.4616,62.7222,2019.0,4.116666666666666
250,-6.1982,36.4365,2017.0,6.21
251,28.0362,43.7001,2010.0,5.873333333333334
252,42.0848,44.708,2023.0,5.7
253,6.3404,58.8255,2016.0,5.973333333333334
254,16.4055,52.449,2012.0,6.413333333333334
255,16.0384,69.2063,2006.0,5.88
256,24.4074,70.7971,2005.0,8.073333333333334
257,7.8847,55.4691,2002.0,8.236666666666666
258,20.9334,44.9427,2019.0,5.273333333333333
259,26.7515,64.1452,2021.0,4.543333333333333
260,15.0256,45.0367,2021.0,4.6433333333333335
261,28.447,43.3855,2010.0,6.163333333333333
262,16.304,57.1228,2021.0,4.86
263,5.8895,58.5924,2020.0,7.336666666666667
264,14.0167,54.663,2012.0,8.01
265,18.4842,64.2342,2021.0,4.176666666666667
266,3.8564,52.5431,2006.0,8.593333333333334
267,25.0189,65.7072,2021.0,5.359999999999999
268,15.0714,62.5161,2020.0,4.203333333333333
270,10.5186,63.1882,2019.0,5.366666666666667
271,5.2197,61.0391,2013.0,6.45
272,27.9206,43.2176,2013.0,5.93
273,5.9262,58.6256,2012.0,7.516666666666667
274,27.2408,46.9111,2012.0,5.473333333333334
275,-3.4386,54.0889,2012.0,8.556666666666667
276,26.3154,42.6818,2009.0,4.62
277,6.842,53.4474,2009.0,8.29
278,21.4244,44.9027,2008.0,5.2
279,9.788,63.5335,2006.0,4.78
280,13.5058,64.8017,2006.0,5.963333333333334
281,11.1393,55.077,2000.0,7.963333333333334
282,22.0047,67.1625,2018.0,4.073333333333333
283,13.437,66.6131,2012.0,6.096666666666667
284,16.1471,62.4516,2023.0,4.12
285,16.8377,53.8987,2022.0,6.875
286,-6.6033,42.5624,2021.0,3.9333333333333336
287,21.7701,58.9501,2020.0,8.516666666666666
288,4.4393,52.7698,2017.0,8.356666666666667
289,18.1345,63.2987,2015.0,3.98
290,-2.688,55.8313,2013.0,7.953333333333333
291,20.3271,64.6257,2021.0,4.64
292,16.9564,47.9394,2021.0,5.976666666666667
293,24.1308,63.0112,2023.0,4.45
294,21.3731,62.2736,2022.0,5.455
295,2.0762,49.6541,2018.0,6.4799999999999995
296,3.5915,52.3655,2005.0,8.476666666666667
297,4.937,61.1282,2018.0,6.330000000000001
298,11.0496,60.6091,2012.0,3.6833333333333336
299,27.8068,42.2089,2010.0,4.53
300,11.0259,64.3882,2008.0,5.636666666666667
301,9.2222,40.6121,2011.0,5.539999999999999
302,-2.5293,55.8995,2010.0,7.853333333333334
303,14.0552,37.0605,2010.0,6.043333333333333
304,-3.5742,55.239,2014.0,7.8933333333333335
305,16.0632,54.0158,2022.0,6.914999999999999
306,34.3316,46.0834,2021.0,6.316666666666667
307,26.7276,64.2926,2022.0,4.635
308,19.3326,53.9772,2021.0,6.8
309,21.8401,58.9101,2020.0,8.516666666666666
310,15.9774,63.4589,2023.0,4.0
311,16.1004,44.0649,2021,4.866666666666666
312,8.2767,58.2382,2015,7.096666666666667
313,11.6251,59.2701,2013,4.1033333333333335
314,9.6317,63.4542,2013,5.1000000000000005
315,10.7127,64.3906,2021,6.359999999999999
316,4.1652,52.4032,2015,8.17
317,3.8833,52.3717,2015,8.496666666666668
318,24.0483,70.4244,2013,6.833333333333333
319,24.6859,45.9852,2010,3.926666666666667
321,24.9813,64.7107,2022,4.775
322,28.1651,66.1093,2022,4.48
323,10.0899,64.0706,2020,5.82
324,31.2718,49.4872,2010,5.93
325,-9.306,41.651,2017,7.260000000000001
326,-6.2545,53.3411,2015,7.966666666666666
327,-3.7626,55.7622,2004,7.34
328,28.316,44.5221,2013,5.8
329,16.0544,61.614,2016,4.1933333333333325
330,5.405,52.2921,2013,6.986666666666667
331,19.9686,53.0337,2023,6.42
332,43.0595,45.6604,2021,6.526666666666666
333,42.5799,47.0653,2021,6.71
334,30.4447,46.2447,2020,6.263333333333333
335,21.4199,58.1801,2020,8.626666666666667
336,21.259,58.1944,2020,8.626666666666667
337,7.3568,58.6781,2017,4.766666666666667
338,7.8336,58.9801,2016,4.433333333333334
339,5.8111,59.535,2014,5.8566666666666665
340,14.2419,45.5701,2014,4.053333333333334
341,10.4121,56.0804,2012,8.046666666666667
342,29.7619,70.5807,2012,7.359999999999999
343,10.9804,59.3956,2012,4.156666666666666
344,28.3922,44.5245,2012,5.69
345,-4.7971,55.0688,2011,8.053333333333333
346,6.1454,58.5665,2010,5.846666666666667
347,5.8784,58.6164,2009,7.236666666666667
348,24.7386,43.632,2009,4.97
349,18.3265,42.6123,2009,5.156666666666667
350,22.877,43.3824,2007,5.176666666666667
351,4.2125,52.5943,2007,8.5
352,-4.7319,55.2568,2006,8.266666666666667
353,19.3956,64.0629,2020,4.16
354,-6.6944,54.6101,2014,7.6066666666666665
355,21.6815,62.5168,2022,4.66
356,21.5638,62.0992,2017,4.693333333333334
357,16.4685,61.14,2020,4.22
358,-3.6916,58.5129,2012,9.023333333333333
359,22.9566,43.2692,2007,5.176666666666667
360,16.1313,60.8447,2018,4.113333333333333
361,-7.5546,41.5452,2013,4.81
362,21.9601,59.0701,2020,8.516666666666666
363,-0.9001,41.277,2020,6.236666666666667
364,-7.6691,40.0666,2008,5.253333333333333
365,34.3316,46.0834,2021,6.316666666666667
366,16.0686,60.1101,2021,4.226666666666667
367,10.134,64.0112,2020,5.82
368,6.4754,53.6924,2014,8.590000000000002
369,6.2832,54.4868,2020,9.063333333333333
370,11.8201,61.1927,2018,3.64
371,6.0856,58.4351,2017,5.866666666666667
372,8.1051,53.6796,2017,7.31
373,2.92,51.54,2013,7.8066666666666675
374,26.9823,42.6499,2009,5.005000000000001
375,33.3487,46.755,2019,5.953333333333333
376,5.3652,47.7062,2019,5.786666666666666
377,-4.5819,57.2191,2017,7.226666666666667
378,11.8348,61.7813,2015,4.376666666666667
379,23.7963,70.6189,2013,6.833333333333333
380,9.3885,63.4197,2012,5.21
381,13.0874,64.7065,2010,5.4799999999999995
382,6.5669,58.3018,2009,4.95
383,12.8034,55.516,2007,7.646666666666667
384,7.9137,63.4054,2005,6.66
385,-4.3176,55.6394,2013,7.653333333333333
386,-6.6033,42.5624,2020,3.9466666666666668
387,-9.3693,53.358,2017,8.006666666666666
388,28.2325,44.5353,2014,5.786666666666666
389,18.0972,40.576,2013,6.43
390,24.6859,45.9852,2012,3.9333333333333336
391,-4.2868,55.6772,2012,7.72
392,1.218,51.7308,2009,7.8066666666666675
393,4.4201,52.6124,2007,8.5
394,15.9602,63.4998,2015,3.97
395,21.6699,44.5958,2024,4.11
396,20.3029,64.3094,2022,4.135
397,-2.5734,40.0086,2022,5.6850000000000005
398,14.0018,57.5223,2021,4.4
399,20.657,45.06,2019,5.273333333333333
400,5.138,61.0279,2013,6.45
401,35.7807,46.6375,2012,6.760000000000001
402,6.3502,62.8371,2008,7.593333333333334
403,0.6147,49.9988,2007,8.03
404,11.5185,60.3566,2022,3.6950000000000003
405,19.4529,48.7412,2007,3.7466666666666666
406,21.0189,42.9751,2021,4.026666666666666
407,21.2984,62.5823,2022,5.455
408,3.9187,51.5276,2020,7.47
409,25.6167,63.7797,2021,4.476666666666667
410,20.6063,65.4383,2021,4.25
411,44.1376,46.4253,2020,6.416666666666667
412,27.7294,70.5631,2023,6.47
413,27.4163,70.7885,2023,7.99
414,3.9905,51.954,2023,8.05
415,16.1667,63.8791,2020,4.1066666666666665
416,40.2754,48.1537,2020,6.403333333333333
417,40.2892,48.1917,2020,6.403333333333333
418,44.2255,47.0219,2020,6.413333333333334
419,-9.3136,51.8721,2020,7.946666666666666
420,-4.6772,55.1634,2019,8.203333333333333
421,36.501,46.7585,2019,6.653333333333333
422,36.501,46.7585,2019,6.653333333333333
423,21.9335,43.8662,2017,4.926666666666667
424,13.2815,59.2101,2013,5.32
425,24.6859,45.9852,2013,4.0633333333333335
426,24.6859,45.9852,2012,3.9333333333333336
427,34.1301,44.4366,2010,5.763333333333333
428,22.1936,41.7375,2010,3.5066666666666664
429,-7.5546,41.5452,2010,4.683333333333334
430,23.3017,42.6794,2009,4.006666666666667
431,10.6909,63.8603,2009,4.89
432,5.1894,59.8465,2008,6.533333333333334
433,23.3332,42.6543,2006,3.9633333333333334
434,30.9349,70.3304,2004,8.183333333333334
435,39.9568,48.0941,2020,6.403333333333333
436,21.492,62.3514,2020,5.59
437,16.6576,68.0394,2020,5.536666666666666
438,35.9583,46.7053,2019,7.013333333333333
439,8.5844,39.9041,2009,5.466666666666666
441,35.4379,46.6148,2019,6.823333333333333
442,17.1294,65.3019,2017,4.336666666666667
443,16.4848,38.7487,2011,5.886666666666667
444,17.1572,52.9643,2010,6.486666666666667
445,0.4465,53.188,2008,7.78
446,0.4515,53.1356,2008,7.78
447,27.4334,66.7161,2023,4.46
448,-2.0696,57.1483,2018,8.253333333333334
451,6.8342,53.4386,2022,8.185
452,-3.4892,53.071,2019,6.22
453,2.7739,42.7171,2016,4.29
454,15.1829,57.2658,2013,4.37
455,28.339,43.4333,2009,5.956666666666667
456,17.0777,38.9578,2009,5.4433333333333325
457,9.4944,39.7201,2005,5.6499999999999995
458,14.3411,56.8938,2021,4.52
459,5.9296,58.6738,2020,7.336666666666667
460,-7.9456,54.6621,2017,7.843333333333334
461,35.7807,46.6375,2012,6.760000000000001
462,14.3913,36.0001,2009,6.476666666666667
463,19.1344,52.2159,2021,6.3933333333333335
464,8.8039,63.5252,2019,5.603333333333334
465,-4.2558,57.2515,2016,7.653333333333333
466,17.739,54.6673,2015,7.1499999999999995
467,15.6518,64.0349,2010,4.043333333333333
468,-6.4839,58.0535,2007,9.64
469,-9.7427,54.1444,2019,9.316666666666668
470,-4.0286,57.1824,2011,7.16
471,2.7487,50.5829,2019,7.046666666666667
472,14.2238,59.156,2020,4.609999999999999
473,19.2663,63.5243,2012,5.533333333333334
474,-4.103,57.3339,2005,7.633333333333333
475,-1.7426,39.643,2022,5.67
476,-1.6991,39.6374,2022,5.67
477,-8.1304,54.6752,2022,7.675000000000001
478,-7.779,54.8001,2022,7.994999999999999
479,25.6971,64.9522,2020,4.913333333333333
480,25.7522,63.7019,2023,4.38
481,25.2519,63.6499,2023,4.4
482,3.9677,48.6765,2022,5.994999999999999
483,38.8756,46.9446,2021,6.8
484,17.949,63.9005,2021,4.173333333333333
485,6.9677,58.249,2020,6.859999999999999
486,21.2809,62.5252,2020,5.59
487,-9.2864,52.2416,2018,7.846666666666667
488,-4.2031,55.2922,2017,7.663333333333334
489,5.6457,52.6249,2016,7.010000000000001
490,12.2194,60.1989,2014,3.973333333333333
491,16.3405,57.5859,2014,4.756666666666667
492,36.7805,45.3675,2014,7.0633333333333335
493,13.5449,62.1451,2014,4.34
494,28.0336,44.3379,2013,5.8
495,9.1172,63.379,2012,5.21
496,6.1536,58.5809,2011,5.873333333333334
497,8.4385,39.1988,2011,6.293333333333333
498,6.2126,58.3675,2010,5.846666666666667
499,8.456,63.0811,2010,4.58
500,-3.6402,53.3776,2009,7.876666666666666
501,-3.1849,53.4882,2007,7.676666666666667
502,-8.1508,40.6198,2007,3.66
503,-3.2983,53.9915,2006,7.963333333333334
504,1.0938,51.4606,2005,7.783333333333334
505,29.4475,69.9482,2004,6.053333333333334
506,-4.0361,55.6327,2019,7.703333333333333
507,24.2213,64.3988,2022,5.18
508,24.2269,64.3978,2022,5.18
509,2.2592,61.3284,2022,9.605
510,44.794,50.4055,2021,6.663333333333333
511,-4.7235,55.2547,2015,8.18
512,-9.1004,52.2681,2015,8.206666666666667
513,11.1959,63.1298,2021,5.306666666666667
514,45.9459,48.1409,2021,6.576666666666667
515,45.8944,48.1794,2021,6.56
516,15.4412,52.3072,2008,6.7
517,2.8282,44.1633,2008,5.6433333333333335
518,15.2983,57.1052,2023,4.36
519,21.7231,62.1594,2022,4.795
520,14.624,57.8022,2022,4.535
521,12.5278,58.0024,2022,4.470000000000001
522,6.9671,53.0892,2021,7.366666666666667
523,5.0262,61.8821,2017,6.890000000000001
524,-7.6838,40.9692,2016,5.006666666666667
525,16.2536,56.3458,2005,5.71
527,-6.8034,53.8743,2015,7.486666666666667
528,20.8435,65.3908,2015,4.096666666666667
529,15.9192,62.7092,2014,4.113333333333333
530,28.567,44.6091,2012,6.1000000000000005
532,22.0901,59.1201,2020,8.516666666666666
533,21.865,58.1425,2020,8.516666666666667
534,14.9225,62.5758,2020,4.203333333333333
535,18.2224,69.5733,2019,5.403333333333333
536,-7.2464,53.2744,2015,7.573333333333333
537,28.3318,44.914,2013,5.756666666666667
538,21.5522,45.7558,2013,4.736666666666667
539,13.5984,37.7467,2011,5.29
540,-3.6955,54.7642,2010,7.513333333333333
541,-3.94,55.14,2017,7.609999999999999
542,21.8158,52.424,2015,6.32
543,21.6941,63.1248,2023,4.75
544,10.7999,52.0736,2024,6.44
545,16.6859,54.4946,2013,7.296666666666667
546,-4.0513,55.3721,2023,7.81
547,-2.8062,55.7195,2014,7.853333333333333
548,14.6213,53.0499,2022,6.449999999999999
549,21.3798,62.6307,2019,5.603333333333333
550,17.0391,47.7964,2014,6.12
551,4.0744,50.4138,2011,6.510000000000001
552,-7.8336,40.1718,2009,4.266666666666667
553,-6.6033,42.5624,2023,3.98
554,23.921,64.182,2023,4.98
555,4.0609,51.7373,2022,7.27
556,16.5552,54.2788,2020,7.723333333333334
557,20.6559,69.2059,2015,4.8566666666666665
558,20.648,44.8706,2015,5.17
559,28.1681,43.8904,2013,5.94
560,28.618,44.6408,2012,6.1000000000000005
561,17.8827,68.4422,2011,4.8500000000000005
562,6.3077,58.5662,2011,5.873333333333334
563,18.3872,64.2283,2010,3.936666666666666
564,5.3403,48.3835,2010,5.986666666666667
565,5.0276,60.6998,2009,5.743333333333333
566,6.8659,58.6493,2021,5.073333333333333
567,16.8904,62.7163,2018,4.14
568,17.3152,52.9598,2015,6.496666666666667
569,19.9669,64.3025,2015,4.023333333333333
570,32.0635,46.9405,2023,6.19
571,24.1308,63.0112,2023,4.45
572,6.0339,58.6882,2014,5.976666666666667
573,14.664,62.4546,2014,4.326666666666667
574,4.2314,51.4297,2013,6.843333333333334
575,20.1279,67.6301,2012,4.863333333333333
576,5.2625,48.4667,2010,5.953333333333333
577,-8.9457,39.3901,2006,5.203333333333333
578,-7.9465,40.1143,2006,4.126666666666666
579,13.95,62.25,2005,4.506666666666667
580,4.1602,52.6721,2005,8.206666666666667
581,-8.0672,41.4841,2005,3.793333333333333
582,13.528,51.8675,2005,6.433333333333334
583,-1.7928,39.6113,2022,5.67
584,27.6292,65.2669,2023,4.26
585,30.8036,46.5892,2021,6.12
586,-7.0981,53.2645,2022,7.305
587,5.8895,58.5924,2020,7.336666666666667
588,17.4582,63.8966,2018,3.97
589,15.7489,53.7087,2015,6.793333333333333
590,15.2174,41.2015,2011,4.8500000000000005
591,45.9325,48.1287,2021,6.56
592,40.1331,47.9377,2020,6.403333333333333
593,-4.0361,55.6327,2019,7.703333333333333
594,3.8531,48.4792,2015,5.859999999999999
595,17.2057,65.2697,2014,4.31
596,11.942,53.9804,2014,7.45
597,17.3144,65.2604,2013,4.18
598,28.8578,47.0152,2011,5.696666666666666
599,5.6686,62.2487,2004,5.646666666666666
600,16.4809,60.3624,2023,4.19
601,18.9683,63.6508,2021,4.456666666666667
602,9.2215,57.0082,2020,8.07
603,3.9989,44.6674,2017,5.1499999999999995
604,22.0242,55.1658,2016,6.7
605,24.6859,45.9852,2012,3.9333333333333336
606,8.8073,40.3958,2011,5.376666666666666
607,3.9969,44.6688,2017,5.1499999999999995
608,23.9825,64.3122,2016,6.080000000000001
609,24.0517,64.2726,2015,6.080000000000001
610,11.4338,58.8609,2023,4.89
611,-4.7808,55.8537,2004,7.66
613,21.605,57.8263,2020,8.516666666666667
614,20.1079,65.1527,2020,4.216666666666666
615,19.1106,42.8756,2017,3.9299999999999997
616,27.7601,44.5454,2015,5.413333333333334
617,23.3859,66.8791,2015,3.9966666666666666
618,-7.8792,54.8869,2014,8.75
619,8.3664,56.0954,2013,8.55
620,16.4228,40.8197,2013,5.6000000000000005
621,14.0167,54.663,2012,8.01
622,21.0669,56.5385,2010,7.323333333333333
623,10.8512,63.9643,2007,5.13
624,15.3815,41.1493,2007,5.386666666666667
625,-4.0589,56.2698,2006,7.153333333333333
626,43.368,44.9928,2019,6.236666666666667
627,6.6558,58.1562,2012,6.966666666666666
630,18.2106,53.3729,2023,6.61
631,23.9886,55.1689,2023,5.2
632,16.1318,40.5086,2022,5.08
633,40.058,44.974,2020,5.776666666666666
634,9.1432,57.0693,2015,8.18
635,5.0574,61.2703,2014,7.256666666666667
